vintage_year,census_code_vintage,census_code,census_title,n_onet_occs,n_tasks,n_exempt,share_exempt_equal,share_exempt_im,share_exempt_rt,share_exempt_freq_ordinal,share_exempt_freq_weekly,share_exempt_freq_daily,share_exempt_rt_freq
2014,2010,1005,Computer and information research scientists,1.0,15.0,14.0,0.9333334,0.9328063,0.91606945,0.92153114,0.9708916,0.97324556,0.92153114
2014,2010,1006,Computer systems analysts,2.0,38.0,31.0,0.87694657,0.88119704,0.8754681,0.8761473,0.89082277,0.8677449,0.8761473
2014,2010,1007,Information security analysts,1.0,12.0,6.0,0.5,0.5019904,0.46206695,0.42325893,0.4195417,0.34653965,0.423259
2014,2010,1010,Computer programmers,1.0,15.0,13.0,0.8666667,0.8903957,0.89257437,0.92564166,0.97133714,0.9798246,0.92564166
2014,2010,1020,"Software developers, applications and systems software",2.0,34.0,32.0,0.94361526,0.9547053,0.9714584,0.9841713,0.99755365,0.99778473,0.9841713
2014,2010,1030,Web developers,1.0,37.0,24.0,0.6486486,0.65590644,0.65490097,0.66165096,0.7011144,0.6613914,0.66165096
2014,2010,1050,Computer support specialists,2.0,42.0,5.0,0.17012548,0.15218714,0.1379903,0.092703365,0.028843815,0.044413786,0.092703365
2014,2010,1060,Database administrators,1.0,18.0,13.0,0.7222222,0.7313838,0.7195493,0.6983281,0.63137853,0.6002743,0.6983281
2014,2010,1105,Network and computer systems administrators,1.0,20.0,8.0,0.4,0.41234928,0.42923632,0.43204668,0.5300839,0.44918144,0.43204668
2014,2010,1106,Computer network architects,2.0,59.0,28.0,0.35572067,0.35011747,0.34516752,0.32680914,0.31333536,0.33332095,0.32680914
2014,2010,1107,"Computer occupations, all other",12.0,291.0,218.0,0.7167215,0.69139796,0.68927246,0.6851557,0.68598723,0.67136025,0.6851557
2014,2010,1200,Actuaries,1.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1210,Mathematicians,1.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1220,Operations research analysts,1.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1230,Statisticians,3.0,64.0,54.0,0.8463404,0.8469352,0.84880453,0.8198486,0.7640943,0.7326883,0.8198486
2014,2010,1240,Miscellaneous mathematical science occupations,1.0,6.0,0.0,0.0,,,,,,
2014,2010,1300,"Architects, except naval",2.0,43.0,42.0,0.9795455,0.9826653,0.97973967,0.98443705,0.996289,0.9970954,0.98443705
2014,2010,1310,"Surveyors, cartographers, and photogrammetrists",3.0,53.0,47.0,0.8707554,0.88047194,0.88318115,0.9000021,0.90970814,0.9123101,0.9000021
2014,2010,1320,Aerospace engineers,1.0,18.0,17.0,0.9444444,0.9249899,0.9307587,0.9305599,0.94623154,0.92595553,0.9305599
2014,2010,1330,Agricultural engineers,1.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1340,Biomedical engineers,1.0,19.0,16.0,0.84210527,0.86652976,0.8804825,0.8971802,0.92740995,0.90360105,0.8971802
2014,2010,1350,Chemical engineers,1.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1360,Civil engineers,2.0,43.0,43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1400,Computer hardware engineers,1.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1410,Electrical and electronics engineers,3.0,65.0,64.0,0.9997775,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1420,Environmental engineers,2.0,55.0,52.0,0.94834185,0.9525881,0.9565064,0.95643216,0.9237088,0.9422212,0.95643216
2014,2010,1430,"Industrial engineers, including health and safety",5.0,86.0,80.0,0.91351867,0.91687715,0.9298777,0.93097574,0.9438099,0.92948085,0.93097574
2014,2010,1440,Marine engineers and naval architects,2.0,29.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1450,Materials engineers,1.0,20.0,16.0,0.8,0.81359684,0.801634,0.80368567,0.8430575,0.8184255,0.80368567
2014,2010,1460,Mechanical engineers,3.0,78.0,67.0,0.897956,0.8845221,0.89101416,0.8928737,0.90208924,0.89941776,0.8928737
2014,2010,1500,"Mining and geological engineers, including mining safety engineers",1.0,18.0,16.0,0.88888896,0.8831481,0.87441397,0.86380535,0.8821231,0.84690636,0.86380535
2014,2010,1510,Nuclear engineers,1.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1520,Petroleum engineers,1.0,23.0,20.0,0.8695652,0.8753381,0.8855173,0.8903056,0.8891966,0.8982696,0.8903056
2014,2010,1530,"Engineers, all other",11.0,260.0,225.0,0.88865685,0.88637924,0.8804306,0.87648976,0.87976307,0.8690436,0.87648976
2014,2010,1540,Drafters,5.0,76.0,2.0,0.026530612,0.027340136,0.027178882,0.023558427,0.01972869,0.01726525,0.023558427
2014,2010,1550,"Engineering technicians, except drafters",22.0,442.0,75.0,0.14605547,0.13467777,0.12843251,0.123470075,0.11782499,0.12142587,0.123470075
2014,2010,1560,Surveying and mapping technicians,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,1600,Agricultural and food scientists,3.0,49.0,48.0,0.97584975,0.97806215,0.9772504,0.9794376,0.9876383,0.9886792,0.9794376
2014,2010,1610,Biological scientists,7.0,139.0,133.0,0.9591934,0.9692274,0.9704322,0.97113436,0.9602837,0.9660812,0.97113436
2014,2010,1640,Conservation scientists and foresters,4.0,90.0,51.0,0.5447384,0.54101044,0.5651324,0.5533915,0.47570217,0.484295,0.5533915
2014,2010,1650,Medical scientists,2.0,28.0,24.0,0.85071224,0.84414387,0.85124385,0.84039557,0.81600654,0.8259124,0.84039557
2014,2010,1700,Astronomers and physicists,2.0,29.0,25.0,0.9118825,0.92622495,0.91985697,0.9445654,0.9898194,0.9908883,0.9445654
2014,2010,1710,Atmospheric and space scientists,1.0,24.0,16.0,0.6666667,0.6448857,0.68531686,0.6297309,0.5376702,0.5497235,0.6297309
2014,2010,1720,Chemists and materials scientists,2.0,28.0,22.0,0.68231773,0.6776943,0.6571037,0.6528274,0.68649095,0.66131043,0.6528274
2014,2010,1740,Environmental scientists and geoscientists,6.0,152.0,152.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1760,"Physical scientists, all other",1.0,24.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1800,Economists,2.0,31.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1815,Survey researchers,1.0,15.0,12.0,0.8,0.8243439,0.81155705,0.85635644,0.8685796,0.9159723,0.85635644
2014,2010,1820,Psychologists,5.0,96.0,94.0,0.97978324,0.978077,0.9790433,0.9752096,0.9703133,0.97143686,0.9752096
2014,2010,1830,Sociologists,1.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1840,Urban and regional planners,1.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,1860,Miscellaneous social scientists and related workers,6.0,110.0,86.0,0.73964584,0.7438725,0.7380398,0.73753726,0.7428387,0.7669362,0.73753726
2014,2010,1900,Agricultural and food science technicians,2.0,41.0,1.0,0.019568153,0.017904151,0.012895845,0.010187807,0.004987623,0.008448363,0.0101878075
2014,2010,1910,Biological technicians,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,1920,Chemical technicians,1.0,16.0,1.0,0.0625,0.050952524,0.019096142,0.0,0.0,0.0044895243,0.0
2014,2010,1930,Geological and petroleum technicians,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,1940,Nuclear technicians,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,1950,Social science research assistants,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,1965,"Miscellaneous life, physical, and social science technicians",6.0,137.0,4.0,0.011067194,0.013955657,0.013580799,0.014443212,0.014736924,0.01681418,0.014443212
2014,2010,2000,Counselors,5.0,115.0,86.0,0.75531995,0.7567202,0.7534957,0.7474425,0.7300425,0.73152953,0.7474425
2014,2010,2010,Social workers,3.0,52.0,46.0,0.8870657,0.8921797,0.89977396,0.89696246,0.8996766,0.8877218,0.89696246
2014,2010,2015,Probation officers and correctional treatment specialists,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,2016,Social and human service assistants,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,2025,"Miscellaneous community and social service specialists, including health educators and community health workers",2.0,45.0,12.0,0.42021278,0.4261274,0.42293698,0.41609862,0.4195569,0.4180679,0.41609862
2014,2010,2040,Clergy,1.0,21.0,16.0,0.7619048,0.78773373,0.7677604,0.79609406,0.84487295,0.85560507,0.79609406
2014,2010,2050,"Directors, religious activities and education",1.0,18.0,9.0,0.5,0.5113264,0.46806058,0.48064288,0.5011034,0.5596898,0.48064288
2014,2010,2100,Lawyers,1.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,2105,Judicial law clerks,1.0,19.0,9.0,0.47368422,0.5594416,0.61141413,0.690575,0.8269554,0.7935548,0.690575
2014,2010,2110,"Judges, magistrates, and other judicial workers",3.0,53.0,51.0,0.9385882,0.94490916,0.93105936,0.9381075,0.9462293,0.9466179,0.9381075
2014,2010,2145,Paralegals and legal assistants,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,2160,Miscellaneous legal support workers,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,2200,Postsecondary teachers,36.0,858.0,851.0,0.985722,0.9868178,0.98622376,0.98799044,0.98914033,0.99158627,0.98799044
2014,2010,2300,Preschool and kindergarten teachers,2.0,71.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,2310,Elementary and middle school teachers,3.0,104.0,104.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,2320,Secondary school teachers,2.0,65.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,2330,Special education teachers,5.0,175.0,174.0,0.9907063,0.992304,0.9986392,1.0,1.0,1.0,1.0
2014,2010,2340,Other teachers and instructors,3.0,88.0,88.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,2400,"Archivists, curators, and museum technicians",3.0,53.0,43.0,0.8318584,0.84407467,0.8473061,0.8618006,0.89066124,0.8950402,0.8618006
2014,2010,2430,Librarians,1.0,36.0,24.0,0.6666667,0.6855655,0.7079598,0.6991108,0.68128425,0.68246746,0.69911075
2014,2010,2440,Library technicians,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,2540,Teacher assistants,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,2550,"Other education, training, and library workers",4.0,75.0,56.0,0.55355316,0.5554631,0.5600395,0.5610792,0.564815,0.5589286,0.5610792
2014,2010,2600,Artists and related workers,4.0,71.0,60.0,0.8637132,0.8709739,0.8875461,0.90616345,0.9477685,0.9422574,0.90616345
2014,2010,2630,Designers,7.0,129.0,81.0,0.48529926,0.49309447,0.4958496,0.51406133,0.5261372,0.511724,0.51406133
2014,2010,2700,Actors,1.0,19.0,16.0,0.84210527,0.8767143,0.8905592,0.93748134,0.9896498,0.9806831,0.93748134
2014,2010,2710,Producers and directors,5.0,100.0,70.0,0.65905905,0.67471546,0.6944879,0.6968199,0.69685256,0.7137977,0.6968199
2014,2010,2720,"Athletes, coaches, umpires, and related workers",3.0,52.0,18.0,0.2888953,0.29508954,0.2978939,0.30652133,0.3274383,0.3292999,0.30652133
2014,2010,2740,Dancers and choreographers,2.0,31.0,30.0,0.9345923,0.9347905,1.0,1.0,1.0,1.0,1.0
2014,2010,2750,"Musicians, singers, and related workers",4.0,68.0,63.0,0.93844044,0.9463619,0.9421248,0.9526045,0.97097325,0.973942,0.9526045
2014,2010,2800,Announcers,2.0,35.0,1.0,0.03652538,0.039544813,0.040637884,0.043421447,0.040317968,0.045307525,0.043421436
2014,2010,2810,"News analysts, reporters and correspondents",2.0,35.0,31.0,0.9674074,0.97101074,0.97095764,0.97424644,0.9799173,0.97586155,0.97424644
2014,2010,2825,Public relations specialists,1.0,18.0,17.0,0.9444444,0.94079465,0.9374996,0.9124722,0.83500403,0.876723,0.9124722
2014,2010,2830,Editors,1.0,20.0,16.0,0.8,0.8153216,0.81374174,0.81634843,0.7966417,0.8130304,0.81634843
2014,2010,2840,Technical writers,1.0,15.0,9.0,0.6,0.6000342,0.60253793,0.602169,0.6284977,0.60887855,0.602169
2014,2010,2850,Writers and authors,2.0,28.0,24.0,0.92727274,0.9251934,0.9205634,0.92796814,0.9439055,0.9384448,0.92796814
2014,2010,2860,Miscellaneous media and communication workers,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,2900,Broadcast and sound engineering technicians and radio operators,4.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,2910,Photographers,1.0,29.0,12.0,0.41379312,0.446933,0.4541605,0.4935285,0.550951,0.54113144,0.4935285
2014,2010,2920,"Television, video, and motion picture camera operators and editors",2.0,49.0,21.0,0.4445025,0.4468927,0.42657104,0.4359357,0.4920211,0.4542367,0.4359357
2014,2010,3000,Chiropractors,1.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,3010,Dentists,4.0,55.0,54.0,0.9855731,0.9858701,0.9868771,0.98638177,0.9887504,0.9837736,0.98638177
2014,2010,3030,Dietitians and nutritionists,1.0,23.0,20.0,0.8695652,0.8703561,0.88411367,0.86662096,0.9041505,0.85483277,0.86662096
2014,2010,3040,Optometrists,1.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,3050,Pharmacists,1.0,20.0,15.0,0.75,0.75432444,0.733329,0.7201715,0.73103344,0.69065714,0.7201715
2014,2010,3060,Physicians and surgeons,19.0,343.0,339.0,0.9922117,0.9933055,0.99312603,0.9943773,0.9978519,0.9952644,0.9943773
2014,2010,3110,Physician assistants,2.0,28.0,22.0,0.7705761,0.7762801,0.7503806,0.72664845,0.72119576,0.69202584,0.72664845
2014,2010,3120,Podiatrists,1.0,11.0,10.0,0.90909094,0.92171663,0.91557217,0.9351244,0.9624367,0.9483252,0.9351244
2014,2010,3140,Audiologists,1.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,3150,Occupational therapists,2.0,37.0,33.0,0.89194375,0.8916951,0.88752645,0.87145036,0.8415632,0.837286,0.87145036
2014,2010,3160,Physical therapists,1.0,24.0,22.0,0.9166667,0.9232442,0.9285486,0.9249278,0.9020545,0.9217736,0.9249278
2014,2010,3200,Radiation therapists,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3210,Recreational therapists,3.0,65.0,60.0,0.94213593,0.9517574,0.94569004,0.96035737,0.9802179,0.9706784,0.96035737
2014,2010,3220,Respiratory therapists,1.0,22.0,15.0,0.6818182,0.67546356,0.6670627,0.65282035,0.633041,0.63635266,0.65282035
2014,2010,3230,Speech-language pathologists,1.0,22.0,21.0,0.9545455,0.94998854,0.9495256,0.9352425,0.89982814,0.9145751,0.9352425
2014,2010,3235,Exercise physiologists,1.0,25.0,19.0,0.75999993,0.7654893,0.7583585,0.740363,0.69766814,0.7286895,0.740363
2014,2010,3250,Veterinarians,1.0,23.0,20.0,0.86956525,0.8701478,0.87712175,0.858358,0.84541893,0.8385749,0.858358
2014,2010,3255,Registered nurses,5.0,137.0,130.0,0.90750355,0.9091939,0.91714185,0.91988295,0.9310286,0.91589487,0.91988295
2014,2010,3256,Nurse anesthetists,1.0,24.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,3257,Nurse midwives,1.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,3258,Nurse practitioners,1.0,27.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,3260,"Health diagnosing and treating practitioners, all other",3.0,54.0,54.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,3300,Clinical laboratory technologists and technicians,5.0,89.0,32.0,0.24495885,0.23555379,0.24576482,0.21986237,0.18550844,0.19796897,0.21986237
2014,2010,3310,Dental hygienists,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3320,Diagnostic related technologists and technicians,5.0,108.0,10.0,0.11623823,0.10948071,0.11220536,0.09821962,0.089562945,0.08981532,0.09821962
2014,2010,3400,Emergency medical technicians and paramedics,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3420,Health practitioner support technologists and technicians,7.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3500,Licensed practical and licensed vocational nurses,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3510,Medical records and health information technicians,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3520,"Opticians, dispensing",1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3535,Miscellaneous health technologists and technicians,6.0,121.0,14.0,0.12727273,0.12657435,0.12776381,0.12508881,0.119211085,0.12235552,0.12508881
2014,2010,3540,Other healthcare practitioners and technical occupations,5.0,122.0,80.0,0.673557,0.68911815,0.67940694,0.69502544,0.7433626,0.72860414,0.69502544
2014,2010,3600,"Nursing, psychiatric, and home health aides",4.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3610,Occupational therapy assistants and aides,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3620,Physical therapist assistants and aides,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3630,Massage therapists,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3640,Dental assistants,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3645,Medical assistants,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3646,Medical transcriptionists,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3647,Pharmacy Aides,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3648,Veterinary assistants and laboratory animal caretakers,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3649,Phlebotomists,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3655,"Healthcare support workers, all other, including medical equipment preparers",3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3700,First-line supervisors of correctional officers,1.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,3710,First-line supervisors of police and detectives,1.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,2010,3720,First-line supervisors of fire fighting and prevention workers,2.0,54.0,28.0,0.5183782,0.5257944,0.50911623,0.48666048,0.3988412,0.4075367,0.48666048
2014,2010,3740,Firefighters,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3750,Fire inspectors,3.0,51.0,1.0,0.018414482,0.017558431,0.011717532,0.013084998,0.013798351,0.01813047,0.013084998
2014,2010,3800,"Bailiffs, correctional officers, and jailers",2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3820,Detectives and criminal investigators,5.0,96.0,17.0,0.06283206,0.063796565,0.06427083,0.065021664,0.06602989,0.066212974,0.065021664
2014,2010,3830,Fish and game wardens,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3840,Parking enforcement workers,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3850,Police and sheriff's patrol officers,2.0,35.0,1.0,0.030841123,0.031370383,0.024934385,0.026059484,0.03665867,0.030990975,0.026059488
2014,2010,3860,Transit and railroad police,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3900,Animal control workers,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3910,Private detectives and investigators,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3930,Security guards and gaming surveillance officers,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3940,Crossing guards,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3945,Transportation security screeners,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,3955,"Lifeguards and other recreational, and all other protective service workers",2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4000,Chefs and head cooks,1.0,21.0,19.0,0.9047619,0.9133578,0.91312623,0.91163397,0.92815447,0.90884656,0.91163397
2014,2010,4010,First-line supervisors of food preparation and serving workers,1.0,26.0,18.0,0.6923077,0.6831864,0.73574036,0.7150435,0.65829384,0.69129574,0.7150435
2014,2010,4020,Cooks,5.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4030,Food preparation workers,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4040,Bartenders,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4050,"Combined food preparation and serving workers, including fast food",1.0,21.0,1.0,0.04761905,0.047180805,0.053275865,0.036630254,0.0131729795,0.028148219,0.036630254
2014,2010,4060,"Counter attendants, cafeteria, food concession, and coffee shop",2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4110,Waiters and waitresses,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4120,"Food servers, nonrestaurant",1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4130,Dining room and cafeteria attendants and bartender helpers,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4140,Dishwashers,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4150,"Hosts and hostesses, restaurant, lounge, and coffee shop",1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4200,First-line supervisors of housekeeping and janitorial workers,1.0,26.0,23.0,0.88461536,0.8885261,0.8909325,0.8825703,0.86211735,0.8735832,0.8825703
2014,2010,4210,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",1.0,28.0,22.0,0.78571427,0.77949584,0.80480033,0.80180275,0.7752152,0.81196004,0.80180275
2014,2010,4220,Janitors and building cleaners,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4230,Maids and housekeeping cleaners,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4240,Pest control workers,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4250,Grounds maintenance workers,3.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4300,First-line supervisors of gaming workers,2.0,33.0,12.0,0.27349487,0.26515174,0.24050654,0.23367527,0.23584557,0.22322425,0.23367527
2014,2010,4320,First-line supervisors of personal service workers,2.0,38.0,28.0,0.77667254,0.7741825,0.7686707,0.75741786,0.7379779,0.7325309,0.75741786
2014,2010,4340,Animal trainers,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4350,Nonfarm animal caretakers,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4400,Gaming services workers,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4410,Motion picture projectionists,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4420,"Ushers, lobby attendants, and ticket takers",1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4430,Miscellaneous entertainment attendants and related workers,3.0,63.0,4.0,0.06625259,0.06508729,0.053404238,0.03470266,0.013511286,0.026742896,0.03470266
2014,2010,4460,Embalmers and funeral attendants,2.0,51.0,1.0,0.014857142,0.013883594,0.012658865,0.013598408,0.014075651,0.017143909,0.013598408
2014,2010,4465,"Morticians, undertakers, and funeral directors",1.0,21.0,1.0,0.04761905,0.04573921,0.043200035,0.039904978,0.061869983,0.056678943,0.039904978
2014,2010,4500,Barbers,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4510,"Hairdressers, hairstylists, and cosmetologists",1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4520,Miscellaneous personal appearance workers,4.0,61.0,12.0,0.04442201,0.04505807,0.044962406,0.043698177,0.043484163,0.039197057,0.043698177
2014,2010,4530,"Baggage porters, bellhops, and concierges",2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4540,Tour and travel guides,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4600,Childcare workers,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4610,Personal care aides,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2010,4620,Recreation and fitness workers,2.0,44.0,5.0,0.19828385,0.1984402,0.17998137,0.18055294,0.2217909,0.20119464,0.18055294
2014,2010,4640,Residential advisors,1.0,30.0,6.0,0.2,0.20568457,0.18392973,0.16352035,0.087472744,0.12006219,0.16352035
2014,2010,4700,First-line supervisors of retail sales workers,1.0,21.0,15.0,0.71428573,0.7091262,0.69532955,0.6620497,0.56568485,0.6237989,0.6620497
2014,2010,4710,First-line supervisors of non-retail sales workers,1.0,18.0,11.0,0.6111111,0.6550664,0.7041254,0.7866134,0.8552575,0.7782925,0.7866134
2014,2010,4720,Cashiers,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
